Year,Month,Anomaly
1934,5,2.117
1934,6,-1.115
1934,7,0.088
1934,8,0.870
1934,9,0.227
1934,10,0.197
1934,11,0.769
1934,12,0.750
1935,1,-0.281
1935,2,0.144
1935,3,-1.924
1935,4,0.181
1935,5,-0.441
1935,6,1.113
1935,7,-0.979
1935,8,0.560
1935,9,0.692
1935,10,-1.354
1935,11,-1.692
1935,12,0.369
1936,1,1.247
1936,2,-0.593
1936,3,1.538
1936,4,1.764
1936,5,1.438
1936,6,0.633
1936,7,0.721
1936,8,0.871
1936,9,-0.066
1936,10,0.234
1936,11,0.577
1936,12,-0.537
1937,1,-5.447
1937,2,-1.979
1937,3,-0.083
1937,4,-0.465
1937,5,1.074
1937,6,0.082
1937,7,0.582
1937,8,0.728
1937,9,0.589
1937,10,0.612
1937,11,0.900
1937,12,1.833
1938,1,1.230
1938,2,-1.104
1938,3,-1.424
1938,4,0.264
1938,5,0.217
1938,6,0.482
1938,7,0.142
1938,8,0.021
1938,9,0.831
1938,10,-1.059
1938,11,-1.627
1938,12,1.277
1939,1,0.262
1939,2,-2.963
1939,3,0.533
1939,4,2.625
1939,5,0.850
1939,6,-0.044
1939,7,0.193
1939,8,1.046
1939,9,0.160
1939,10,-0.409
1939,11,1.391
1939,12,2.395
1940,1,1.638
1940,2,0.501
1940,3,1.950
1940,4,1.369
1940,5,2.176
1940,6,2.159
1940,7,-0.621
1940,8,0.629
1940,9,-1.222
1940,10,0.196
1940,11,-0.734
1940,12,1.676
1941,1,1.293
1941,2,1.151
1941,3,1.256
1941,4,-0.968
1941,5,0.924
1941,6,-1.190
1941,7,0.146
1941,8,-1.248
1941,9,-2.207
1941,10,-1.854
1941,11,1.018
1941,12,0.432
1942,1,0.417
1942,2,-1.547
1942,3,-0.307
1942,4,-0.265
1942,5,-1.344
1942,6,-0.403
1942,7,0.829
1942,8,0.392
1942,9,-0.754
1942,10,0.278
1942,11,0.354
1942,12,0.865
1943,1,0.515
1943,2,0.806
1943,3,1.291
1943,4,1.539
1943,5,0.961
1943,6,-1.959
1943,7,-0.335
1943,8,-0.912
1943,9,1.283
1943,10,-0.275
1943,11,0.577
1943,12,0.344
1944,1,-0.244
1944,2,-1.812
1944,3,-0.013
1944,4,-1.224
1944,5,-0.028
1944,6,-2.441
1944,7,-1.375
1944,8,-0.327
1944,9,0.356
1944,10,0.604
1944,11,-1.363
1944,12,0.701
1945,1,0.068
1945,2,-0.040
1945,3,-1.888
1945,4,0.179
1945,5,-0.585
1945,6,-0.440
1945,7,0.863
1945,8,-0.221
1945,9,0.386
1945,10,0.494
1945,11,-0.591
1945,12,-0.219
1946,1,-0.167
1946,2,-1.744
1946,3,-0.047
1946,4,1.646
1946,5,0.165
1946,6,-0.353
1946,7,-0.194
1946,8,0.358
1946,9,-0.183
1946,10,-2.518
1946,11,-1.818
1946,12,0.686
1947,1,-1.069
1947,2,1.384
1947,3,1.767
1947,4,1.600
1947,5,2.307
1947,6,-0.394
1947,7,-1.117
1947,8,-1.130
1947,9,0.974
1947,10,-0.257
1947,11,-1.797
1947,12,-0.614
1948,1,1.652
1948,2,-1.788
1948,3,-2.055
1948,4,-0.877
1948,5,-1.283
1948,6,-0.545
1948,7,-1.153
1948,8,-0.951
1948,9,-0.411
1948,10,-0.391
1948,11,-0.962
1948,12,-2.487
1949,1,-5.023
1949,2,-3.295
1949,3,-0.927
1949,4,2.145
1949,5,-0.001
1949,6,0.758
1949,7,-0.461
1949,8,-1.134
1949,9,0.737
1949,10,-1.401
1949,11,2.857
1949,12,-1.004
1950,1,-2.480
1950,2,0.382
1950,3,0.147
1950,4,1.622
1950,5,0.079
1950,6,-0.709
1950,7,0.418
1950,8,0.345
1950,9,-0.656
1950,10,0.843
1950,11,2.315
1950,12,2.812
1951,1,-0.037
1951,2,-0.592
1951,3,-0.095
1951,4,0.931
1951,5,0.385
1951,6,0.008
1951,7,-0.119
1951,8,-0.337
1951,9,0.825
1951,10,-0.708
1951,11,-0.142
1951,12,-1.261
1952,1,-1.890
1952,2,-0.850
1952,3,-2.469
1952,4,0.659
1952,5,1.320
1952,6,-2.148
1952,7,0.248
1952,8,0.304
1952,9,0.879
1952,10,1.908
1952,11,-1.496
1952,12,-0.375
1953,1,2.661
1953,2,-0.172
1953,3,-0.011
1953,4,-0.337
1953,5,-2.752
1953,6,-2.004
1953,7,0.675
1953,8,-1.014
1953,9,1.024
1953,10,-0.510
1953,11,1.022
1953,12,0.524
1954,1,0.295
1954,2,1.768
1954,3,-1.142
1954,4,2.258
1954,5,1.548
1954,6,-0.988
1954,7,0.533
1954,8,-1.731
1954,9,-0.792
1954,10,-0.319
1954,11,1.148
1954,12,-0.663
1955,1,-2.221
1955,2,-2.110
1955,3,-0.099
1955,4,-1.895
1955,5,-0.542
1955,6,-0.635
1955,7,-1.754
1955,8,0.591
1955,9,0.162
1955,10,0.479
1955,11,-0.503
1955,12,1.110
1956,1,1.190
1956,2,-2.703
1956,3,0.418
1956,4,-0.064
1956,5,0.193
1956,6,0.271
1956,7,-0.501
1956,8,-1.225
1956,9,0.676
1956,10,-1.401
1956,11,0.198
1956,12,0.404
1957,1,-1.976
1957,2,1.399
1957,3,0.873
1957,4,0.435
1957,5,-0.883
1957,6,1.647
1957,7,-0.135
1957,8,-0.760
1957,9,0.208
1957,10,-1.670
1957,11,-1.232
1957,12,0.827
1958,1,1.012
1958,2,1.630
1958,3,-1.771
1958,4,0.059
1958,5,1.938
1958,6,-0.089
1958,7,-0.342
1958,8,1.854
1958,9,0.847
1958,10,1.943
1958,11,0.570
1958,12,2.957
1959,1,1.913
1959,2,-1.096
1959,3,2.133
1959,4,2.926
1959,5,-0.668
1959,6,1.426
1959,7,1.671
1959,8,0.061
1959,9,-0.975
1959,10,1.134
1959,11,1.181
1959,12,0.607
1960,1,-1.074
1960,2,-0.866
1960,3,2.056
1960,4,0.902
1960,5,-0.165
1960,6,2.501
1960,7,1.179
1960,8,0.063
1960,9,0.928
1960,10,-0.370
1960,11,-0.691
1960,12,-0.062
1961,1,1.115
1961,2,0.988
1961,3,0.099
1961,4,1.151
1961,5,-1.056
1961,6,2.197
1961,7,0.997
1961,8,0.880
1961,9,-1.332
1961,10,-0.379
1961,11,-1.076
1961,12,-0.695
1962,1,-0.554
1962,2,-1.116
1962,3,-1.726
1962,4,2.630
1962,5,-1.384
1962,6,-0.140
1962,7,-0.717
1962,8,0.114
1962,9,0.224
1962,10,-0.064
1962,11,1.169
1962,12,1.248
1963,1,-1.035
1963,2,3.519
1963,3,-0.544
1963,4,-2.199
1963,5,0.446
1963,6,-1.415
1963,7,-1.343
1963,8,-0.471
1963,9,1.042
1963,10,0.653
1963,11,-0.103
1963,12,-0.004
1964,1,-0.692
1964,2,-0.949
1964,3,-1.153
1964,4,-0.498
1964,5,-1.390
1964,6,-1.131
1964,7,-0.138
1964,8,0.101
1964,9,-1.146
1964,10,1.996
1964,11,-1.832
1964,12,0.883
1965,1,0.779
1965,2,-0.005
1965,3,0.072
1965,4,-0.143
1965,5,-0.829
1965,6,-2.030
1965,7,-0.994
1965,8,-0.022
1965,9,-2.380
1965,10,1.600
1965,11,0.665
1965,12,-1.350
1966,1,-0.815
1966,2,-1.978
1966,3,0.907
1966,4,2.321
1966,5,1.621
1966,6,0.164
1966,7,-1.140
1966,8,1.039
1966,9,-0.005
1966,10,0.138
1966,11,0.763
1966,12,0.316
1967,1,0.645
1967,2,0.501
1967,3,-0.094
1967,4,-4.381
1967,5,0.105
1967,6,-1.304
1967,7,0.929
1967,8,2.122
1967,9,1.021
1967,10,0.919
1967,11,2.076
1967,12,-1.940
1968,1,-0.364
1968,2,2.413
1968,3,1.218
1968,4,0.345
1968,5,-0.057
1968,6,0.809
1968,7,0.231
1968,8,-1.493
1968,9,0.005
1968,10,-0.371
1968,11,0.046
1968,12,-1.841
1969,1,0.247
1969,2,-2.242
1969,3,-0.673
1969,4,0.053
1969,5,1.557
1969,6,-0.830
1969,7,0.057
1969,8,1.218
1969,9,0.931
1969,10,-1.964
1969,11,0.686
1969,12,1.002
1970,1,1.213
1970,2,1.454
1970,3,0.625
1970,4,-1.859
1970,5,1.043
1970,6,0.434
1970,7,0.725
1970,8,0.717
1970,9,-0.815
1970,10,-1.203
1970,11,0.706
1970,12,-1.170
1971,1,0.188
1971,2,-0.354
1971,3,-0.164
1971,4,-0.836
1971,5,-1.747
1971,6,-0.852
1971,7,0.354
1971,8,1.330
1971,9,-0.320
1971,10,-2.320
1971,11,-0.987
1971,12,-2.489
1972,1,-1.388
1972,2,0.607
1972,3,3.359
1972,4,0.245
1972,5,0.780
1972,6,0.760
1972,7,0.835
1972,8,0.216
1972,9,-1.345
1972,10,-1.445
1972,11,-1.535
1972,12,-2.393
1973,1,-1.259
1973,2,0.089
1973,3,-1.755
1973,4,0.317
1973,5,1.883
1973,6,1.357
1973,7,-0.005
1973,8,-0.285
1973,9,-0.917
1973,10,-0.655
1973,11,-0.941
1973,12,0.752
1974,1,-0.546
1974,2,-0.792
1974,3,0.647
1974,4,-0.376
1974,5,0.380
1974,6,1.309
1974,7,-0.382
1974,8,-0.044
1974,9,1.271
1974,10,0.133
1974,11,-0.085
1974,12,-0.645
1975,1,-0.023
1975,2,-1.012
1975,3,-1.112
1975,4,-3.296
1975,5,0.009
1975,6,-0.261
1975,7,-0.574
1975,8,-0.834
1975,9,0.913
1975,10,-1.444
1975,11,-0.972
1975,12,0.702
1976,1,1.020
1976,2,0.099
1976,3,-0.529
1976,4,-1.226
1976,5,1.392
1976,6,-0.125
1976,7,-0.149
1976,8,-1.933
1976,9,-0.503
1976,10,0.225
1976,11,1.820
1976,12,0.284
1977,1,-0.507
1977,2,1.608
1977,3,-1.550
1977,4,1.774
1977,5,-3.031
1977,6,1.533
1977,7,-0.047
1977,8,0.730
1977,9,-0.693
1977,10,0.611
1977,11,0.913
1977,12,2.290
1978,1,1.722
1978,2,0.399
1978,3,2.450
1978,4,-0.809
1978,5,0.326
1978,6,0.349
1978,7,-0.101
1978,8,0.060
1978,9,-1.154
1978,10,1.809
1978,11,-1.426
1978,12,-2.270
1979,1,-1.360
1979,2,-1.309
1979,3,0.531
1979,4,0.222
1979,5,0.995
1979,6,0.663
1979,7,-0.218
1979,8,-0.883
1979,9,1.758
1979,10,0.610
1979,11,-0.768
1979,12,1.245
1980,1,1.740
1980,2,1.671
1980,3,-0.501
1980,4,0.691
1980,5,-1.416
1980,6,-1.474
1980,7,0.223
1980,8,-0.368
1980,9,-0.336
1980,10,0.664
1980,11,0.825
1980,12,2.008
1981,1,2.279
1981,2,1.035
1981,3,0.251
1981,4,1.704
1981,5,0.636
1981,6,2.618
1981,7,0.238
1981,8,1.072
1981,9,0.649
1981,10,-1.882
1981,11,1.181
1981,12,1.824
1982,1,-1.211
1982,2,0.502
1982,3,-0.818
1982,4,-0.605
1982,5,0.432
1982,6,-1.244
1982,7,-1.081
1982,8,0.062
1982,9,-1.029
1982,10,-0.980
1982,11,-1.636
1982,12,-0.513
1983,1,0.940
1983,2,0.582
1983,3,0.255
1983,4,-1.847
1983,5,0.235
1983,6,-0.522
1983,7,-1.604
1983,8,0.029
1983,9,1.030
1983,10,0.679
1983,11,-0.236
1983,12,0.944
1984,1,1.381
1984,2,0.050
1984,3,2.010
1984,4,-0.189
1984,5,2.483
1984,6,-0.163
1984,7,1.017
1984,8,0.593
1984,9,1.641
1984,10,-2.160
1984,11,-1.111
1984,12,-1.489
1985,1,-0.642
1985,2,-0.488
1985,3,-1.029
1985,4,2.596
1985,5,0.225
1985,6,1.980
1985,7,1.127
1985,8,-0.409
1985,9,-2.487
1985,10,-0.730
1985,11,-2.119
1985,12,-0.131
1986,1,3.302
1986,2,1.582
1986,3,2.796
1986,4,0.717
1986,5,0.756
1986,6,1.470
1986,7,-1.091
1986,8,1.151
1986,9,-3.029
1986,10,-0.559
1986,11,1.044
1986,12,0.257
1987,1,-0.766
1987,2,0.126
1987,3,0.176
1987,4,3.148
1987,5,1.472
1987,6,1.287
1987,7,-2.104
1987,8,0.284
1987,9,0.400
1987,10,2.033
1987,11,-0.119
1987,12,-1.385
1988,1,-0.027
1988,2,1.389
1988,3,1.696
1988,4,1.026
1988,5,-0.134
1988,6,0.015
1988,7,1.383
1988,8,0.430
1988,9,0.036
1988,10,2.237
1988,11,0.050
1988,12,-0.553
1989,1,-1.027
1989,2,-1.881
1989,3,1.823
1989,4,3.590
1989,5,0.428
1989,6,0.615
1989,7,0.224
1989,8,-0.848
1989,9,-0.543
1989,10,-0.687
1989,11,1.042
1989,12,0.790
1990,1,0.288
1990,2,-1.805
1990,3,1.526
1990,4,2.642
1990,5,-0.257
1990,6,0.540
1990,7,0.842
1990,8,0.003
1990,9,0.512
1990,10,0.888
1990,11,0.099
1990,12,-2.760
1991,1,0.467
1991,2,2.864
1991,3,-1.953
1991,4,-0.394
1991,5,-1.567
1991,6,-1.292
1991,7,0.194
1991,8,-0.272
1991,9,1.475
1991,10,2.131
1991,11,0.914
1991,12,0.243
1992,1,0.302
1992,2,1.731
1992,3,1.349
1992,4,3.032
1992,5,3.308
1992,6,0.347
1992,7,-0.501
1992,8,1.331
1992,9,0.882
1992,10,1.367
1992,11,-0.136
1992,12,-1.676
1993,1,-0.725
1993,2,-1.060
1993,3,2.410
1993,4,0.957
1993,5,0.975
1993,6,-0.181
1993,7,-1.397
1993,8,-0.235
1993,9,0.203
1993,10,0.690
1993,11,-0.563
1993,12,-0.164
1994,1,1.671
1994,2,-1.267
1994,3,2.423
1994,4,1.332
1994,5,0.328
1994,6,1.271
1994,7,0.811
1994,8,1.178
1994,9,0.416
1994,10,-0.860
1994,11,-3.678
1994,12,-0.765
1995,1,1.186
1995,2,2.835
1995,3,0.362
1995,4,-0.264
1995,5,-1.214
1995,6,-1.206
1995,7,-0.268
1995,8,0.753
1995,9,1.151
1995,10,1.006
1995,11,3.159
1995,12,1.635
1996,1,1.625
1996,2,1.523
1996,3,1.634
1996,4,1.845
1996,5,1.055
1996,6,1.089
1996,7,1.796
1996,8,1.649
1996,9,-0.362
1996,10,-0.525
1996,11,0.692
1996,12,1.157
1997,1,1.032
1997,2,0.317
1997,3,2.951
1997,4,1.106
1997,5,3.770
1997,6,-0.002
1997,7,-0.396
1997,8,0.781
1997,9,1.061
1997,10,-0.628
1997,11,0.959
1997,12,-0.568
1998,1,1.338
1998,2,-1.297
1998,3,0.450
1998,4,-1.016
1998,5,-2.972
1998,6,-1.712
1998,7,0.634
1998,8,1.983
1998,9,0.158
1998,10,-1.300
1998,11,-0.563
1998,12,-0.796
1999,1,1.350
1999,2,-0.638
1999,3,-0.530
1999,4,-1.215
1999,5,-0.243
1999,6,-0.414
1999,7,-0.794
1999,8,-0.513
1999,9,0.828
1999,10,1.894
1999,11,1.748
1999,12,1.022
2000,1,1.740
2000,2,0.637
2000,3,0.925
2000,4,2.332
2000,5,1.720
2000,6,2.049
2000,7,-0.696
2000,8,0.744
2000,9,0.084
2000,10,-1.045
2000,11,-2.123
2000,12,1.703
2001,1,-0.152
2001,2,-1.635
2001,3,2.185
2001,4,-0.875
2001,5,4.205
2001,6,1.570
2001,7,-0.302
2001,8,1.245
2001,9,1.147
2001,10,1.829
2001,11,0.984
2001,12,-0.388
2002,1,-0.115
2002,2,1.178
2002,3,0.020
2002,4,1.282
2002,5,0.341
2002,6,1.420
2002,7,1.384
2002,8,0.392
2002,9,0.990
2002,10,-0.474
2002,11,1.497
2002,12,0.328
2003,1,4.189
2003,2,-0.115
2003,3,1.623
2003,4,-1.859
2003,5,0.716
2003,6,1.451
2003,7,2.101
2003,8,0.817
2003,9,2.075
2003,10,2.911
2003,11,-1.588
2003,12,0.312
2004,1,0.595
2004,2,-0.986
2004,3,4.597
2004,4,2.068
2004,5,1.348
2004,6,1.015
2004,7,0.724
2004,8,0.656
2004,9,0.234
2004,10,-1.115
2004,11,-1.106
2004,12,0.759
2005,1,0.953
2005,2,0.640
2005,3,1.473
2005,4,-0.236
2005,5,0.800
2005,6,-1.171
2005,7,1.949
2005,8,1.180
2005,9,-1.140
2005,10,-0.165
2005,11,1.444
2005,12,1.404
2006,1,1.144
2006,2,0.869
2006,3,-2.384
2006,4,-0.254
2006,5,2.056
2006,6,2.589
2006,7,2.490
2006,8,0.170
2006,9,0.231
2006,10,-0.740
2006,11,0.831
2006,12,0.286
2007,1,-0.516
2007,2,0.333
2007,3,3.183
2007,4,1.392
2007,5,1.740
2007,6,1.094
2007,7,1.185
2007,8,1.333
2007,9,-0.769
2007,10,-0.858
2007,11,1.833
2007,12,-1.215
2008,1,-0.777
2008,2,-0.118
2008,3,0.966
2008,4,0.422
2008,5,0.484
2008,6,1.444
2008,7,0.946
2008,8,1.556
2008,9,1.479
2008,10,0.935
2008,11,2.275
2008,12,-0.744
2009,1,2.411
2009,2,-0.453
2009,3,0.363
2009,4,0.378
2009,5,3.102
2009,6,-0.509
2009,7,1.498
2009,8,0.667
2009,9,2.188
2009,10,-1.122
2009,11,0.593
2009,12,-1.008
2010,1,1.413
2010,2,0.383
2010,3,0.330
2010,4,-1.410
2010,5,-2.053
2010,6,0.299
2010,7,0.703
2010,8,-0.135
2010,9,0.737
2010,10,0.141
2010,11,-0.636
2010,12,1.193
2011,1,1.428
2011,2,-1.451
2011,3,0.105
2011,4,-0.104
2011,5,-1.865
2011,6,-0.872
2011,7,-0.323
2011,8,0.908
2011,9,1.877
2011,10,0.701
2011,11,-0.917
2011,12,-0.115
2012,1,2.100
2012,2,0.230
2012,3,0.170
2012,4,1.212
2012,5,1.706
2012,6,0.452
2012,7,-0.036
2012,8,2.187
2012,9,2.101
2012,10,1.040
2012,11,1.443
2012,12,-0.185
2013,1,-0.356
2013,2,-0.510
2013,3,2.752
2013,4,2.419
2013,5,1.642
2013,6,2.127
2013,7,1.720
2013,8,0.429
2013,9,0.213
2013,10,-1.032
2013,11,1.071
2013,12,0.123
2014,1,3.898
2014,2,1.877
2014,3,2.647
2014,4,2.165
2014,5,2.082
2014,6,1.751
2014,7,1.950
2014,8,0.699
2014,9,1.696
2014,10,2.236
2014,11,1.707
2014,12,1.746
2015,1,3.280
2015,2,3.812
2015,3,4.547
2015,4,1.581
2015,5,-0.041
2015,6,3.103
2015,7,0.171
2015,8,1.636
2015,9,1.803
2015,10,2.637
2015,11,-1.178
2015,12,-0.722
2016,1,0.957
2016,2,3.048
2016,3,2.176
2016,4,2.338
2016,5,0.718
2016,6,2.664
2016,7,1.042
2016,8,1.317
2016,9,0.243
2016,10,0.221
2016,11,1.557
2016,12,-0.045
2017,1,-0.275
2017,2,0.669
2017,3,2.569
2017,4,1.084
2017,5,1.401
2017,6,2.253
2017,7,2.124
2017,8,2.248
2017,9,0.500
2017,10,0.901
2017,11,1.881
2017,12,2.047
2018,1,3.321
2018,2,0.166
2018,3,0.187
2018,4,1.900
2018,5,1.127
2018,6,1.559
2018,7,2.614
2018,8,1.522
2018,9,1.050
2018,10,0.410
2018,11,1.462
2018,12,0.629
2019,1,1.805
2019,2,-3.051
2019,3,0.202
2019,4,2.467
2019,5,-1.174
2019,6,1.365
2019,7,0.408
2019,8,1.693
2019,9,0.045
2019,10,-0.815
2019,11,1.547
2019,12,0.450
2020,1,1.405
2020,2,1.462
2020,3,-0.281
2020,4,1.572
2020,5,2.120
2020,6,1.011